POL_ID;INS_AGE;INS_GENDER;POL_EFF_DT;POL_TRMNT_DT;CAR_USE;CAR_TYPE;INS_AREA;CLM_FREQ; TOTAL_CLM_AMNT 
TDF0000050094;70;M;05/04/00;00/01/00;Private;Minivan;Urban;0; 0 
GDF0000050095;41;F;02/07/00;00/01/00;Commercial;Pickup;Urban;0; 0 
KDF0000050096;23;M;08/11/00;00/01/00;Commercial;Pickup;Urban;0; 0 
SDF0000050097;46;M;28/12/00;00/01/00;Commercial;Van;Rural;0; 0 
TDF0000050098;69;F;10/04/00;00/01/00;Private;Sports Car;Rural;0; 0 
SDF0000050099;77;M;25/03/00;21/11/02;Private;Pickup;Urban;1; 430.000 
KDF0000050100;73;M;15/07/00;01/12/01;Commercial;SUV;Rural;0; 0 
KDF0000050101;24;F;11/10/00;00/01/00;Private;SUV;Urban;0; 0 
KDF0000050102;51;M;09/03/00;29/09/02;Commercial;Van;Urban;1; 652.000 
GDF0000050103;49;F;07/06/00;08/02/02;Private;Sports Car;Urban;1; 243.000 
GDF0000050104;18;M;03/02/00;00/01/00;Private;Minivan;Urban;0; 0 
SDF0000050105;20;M;12/10/00;02/10/01;Commercial;SUV;Urban;1; 648.000 
ADF0000050106;30;F;29/06/00;00/01/00;Commercial;Pickup;Urban;0; 0 
ADF0000050107;23;M;30/03/00;10/04/02;Commercial;Sports Car;Rural;1; 310.000 
KDF0000050108;48;M;14/05/00;00/01/00;Commercial;Van;Urban;0; 0 
GDF0000050109;77;M;04/03/00;00/01/00;Commercial;Sports Car;Urban;0; 0 
TDF0000050110;66;M;13/11/00;00/01/00;Private;Van;Urban;0; 0 
ADF0000050111;66;F;07/05/00;28/11/01;Commercial;Pickup;Urban;1; 292.000 
TDF0000050112;56;F;04/01/00;00/01/00;Private;SUV;Rural;0; 0 
KDF0000050113;35;M;24/01/00;00/01/00;Commercial;Pickup;Urban;0; 0 
GDF0000050114;28;F;07/04/00;00/01/00;Private;Pickup;Rural;0; 0 
SDF0000050115;43;F;09/04/00;00/01/00;Private;SUV;Urban;0; 0 
GDF0000050116;22;M;28/05/00;00/01/00;Private;Minivan;Urban;0; 0 
GDF0000050117;23;M;16/09/00;00/01/00;Private;Minivan;Urban;0; 0 
ADF0000050118;52;F;16/03/00;00/01/00;Private;Sports Car;Urban;0; 0 
TDF0000050119;40;M;01/08/00;00/01/00;Private;Minivan;Urban;0; 0 
TDF0000050120;20;F;24/06/00;00/01/00;Private;SUV;Urban;0; 0 
ADF0000050121;61;M;13/12/00;00/01/00;Private;Minivan;Urban;0; 0 
TDF0000050122;38;M;17/03/00;00/01/00;Commercial;Sports Car;Urban;0; 0 
SDF0000050123;68;F;30/01/00;00/01/00;Commercial;Minivan;Urban;0; 0 
KDF0000050124;50;F;08/10/00;00/01/00;Private;Minivan;Urban;0; 0 
SDF0000050125;40;F;28/06/00;27/08/02;Commercial;Sports Car;Urban;1; 40.000 
TDF0000050126;27;F;24/07/00;00/01/00;Private;Minivan;Urban;0; 0 
ADF0000050127;29;M;16/05/00;00/01/00;Private;SUV;Urban;0; 0 
ADF0000050128;18;M;12/06/00;00/01/00;Commercial;Minivan;Urban;0; 0 
ADF0000050129;40;F;13/03/00;00/01/00;Commercial;Sports Car;Urban;0; 0 
SDF0000050130;71;F;14/04/00;29/04/02;Private;Sports Car;Urban;1; 429.000 
KDF0000050131;46;F;24/03/00;00/01/00;Commercial;Minivan;Urban;0; 0 
TDF0000050132;43;F;13/05/00;04/07/02;Private;SUV;Urban;1; 557.000 
KDF0000050133;21;M;06/06/00;00/01/00;Commercial;Minivan;Urban;0; 0 
TDF0000050134;19;F;05/07/00;00/01/00;Commercial;Van;Urban;0; 0 
ADF0000050135;26;F;24/09/00;00/01/00;Private;Minivan;Urban;0; 0 
TDF0000050136;35;M;09/01/00;00/01/00;Private;Sports Car;Urban;0; 0 
GDF0000050137;52;M;06/02/00;00/01/00;Commercial;Van;Rural;0; 0 
KDF0000050138;22;M;05/05/00;00/01/00;Private;SUV;Rural;0; 0 
KDF0000050139;79;F;14/01/00;00/01/00;Private;Minivan;Urban;5; 507.000 
TDF0000050140;45;F;12/10/00;00/01/00;Private;SUV;Urban;0; 0 
ADF0000050141;29;F;11/08/00;00/01/00;Private;Sports Car;Urban;0; 0 
TDF0000050142;30;M;23/06/00;00/01/00;Private;SUV;Urban;0; 0 
SDF0000050143;29;F;08/01/00;00/01/00;Private;SUV;Urban;0; 0 
KDF0000050144;63;M;26/11/00;00/01/00;Commercial;Truck;Urban;0; 0 
TDF0000050145;71;M;28/12/00;00/01/00;Private;SUV;Urban;0; 0 
ADF0000050146;32;M;24/06/00;00/01/00;Private;SUV;Urban;0; 0 
KDF0000050147;56;M;27/11/00;11/05/02;Commercial;Sports Car;Urban;1; 371.000 
ADF0000050148;48;M;05/01/00;00/01/00;Commercial;Minivan;Urban;0; 0 
KDF0000050149;44;F;14/02/00;18/11/03;Private;SUV;Urban;1; 534.000 
SDF0000050150;46;M;03/06/00;00/01/00;Private;Sports Car;Urban;0; 0 
TDF0000050151;70;M;16/05/00;11/10/03;Private;Minivan;Urban;1; 327.000 
TDF0000050152;50;F;18/06/00;00/01/00;Private;Minivan;Urban;0; 0 
ADF0000050153;22;F;03/11/00;00/01/00;Private;Pickup;Urban;0; 0 
KDF0000050154;72;F;04/03/00;05/02/02;Commercial;Truck;Urban;1; 585.000 
TDF0000050155;32;M;20/11/00;00/01/00;Private;Pickup;Urban;0; 0 
TDF0000050156;53;F;07/02/00;24/01/02;Commercial;SUV;Urban;1; 275.000 
TDF0000050157;47;F;18/07/00;00/01/00;Private;Van;Urban;0; 0 
TDF0000050158;29;M;08/08/00;30/10/03;Commercial;Truck;Urban;1; 692.000 
KDF0000050159;27;M;29/05/00;00/01/00;Commercial;Sports Car;Rural;0; 0 
ADF0000050160;37;F;19/02/00;14/12/01;Commercial;Sports Car;Urban;0; 0 
SDF0000050161;79;F;16/02/00;00/01/00;Private;Van;Urban;0; 0 
ADF0000050162;27;F;06/10/00;10/05/02;Commercial;Truck;Urban;1; 27.000 
GDF0000050163;25;F;25/07/00;00/01/00;Private;SUV;Urban;0; 0 
GDF0000050164;37;M;25/06/00;20/08/03;Commercial;Pickup;Urban;1; 637.000 
TDF0000050165;21;F;11/04/00;00/01/00;Private;Sports Car;Urban;0; 0 
GDF0000050166;19;F;16/05/00;00/01/00;Private;SUV;Rural;0; 0 
KDF0000050167;29;M;22/02/00;30/05/03;Commercial;Van;Urban;1; 505.000 
GDF0000050168;61;F;22/04/00;00/01/00;Commercial;Pickup;Rural;0; 0 
TDF0000050169;59;F;15/09/00;00/01/00;Commercial;SUV;Rural;0; 0 
ADF0000050170;38;M;07/06/00;00/01/00;Private;Sports Car;Rural;0; 0 
GDF0000050171;31;M;25/07/00;01/07/02;Private;Minivan;Urban;1; 646.000 
ADF0000050172;67;M;24/05/00;00/01/00;Private;SUV;Urban;0; 0 
GDF0000050173;76;F;03/12/00;00/01/00;Private;Minivan;Urban;0; 0 
SDF0000050174;45;F;11/04/00;00/01/00;Private;Van;Urban;0; 0 
ADF0000050175;32;F;30/06/00;00/01/00;Commercial;Pickup;Rural;0; 0 
GDF0000050176;24;M;10/07/00;00/01/00;Private;Minivan;Urban;0; 0 
KDF0000050177;36;F;22/04/00;11/01/02;Private;Sports Car;Urban;1; 121.000 
TDF0000050178;54;M;06/10/00;07/06/03;Commercial;Van;Urban;1; 671.000 
SDF0000050179;75;F;12/05/00;00/01/00;Commercial;Pickup;Urban;0; 0 
SDF0000050180;63;M;16/02/00;00/01/00;Private;SUV;Urban;0; 0 
GDF0000050181;60;F;14/07/00;00/01/00;Private;Sports Car;Rural;0; 0 
GDF0000050182;49;F;14/05/00;00/01/00;Private;Minivan;Urban;0; 0 
GDF0000050183;29;F;01/12/00;00/01/00;Commercial;SUV;Rural;0; 0 
SDF0000050184;38;F;08/04/00;21/10/03;Commercial;SUV;Urban;1; 347.000 
SDF0000050185;45;F;24/12/00;00/01/00;Private;SUV;Urban;0; 0 
TDF0000050186;43;F;25/08/00;00/01/00;Private;SUV;Urban;0; 0 
ADF0000050187;50;M;19/02/00;00/01/00;Private;SUV;Urban;0; 0 
KDF0000050188;33;M;12/08/00;00/01/00;Private;Pickup;Rural;0; 0 
SDF0000050189;80;M;23/01/00;00/01/00;Private;SUV;Urban;0; 0 
ADF0000050190;75;M;09/05/00;00/01/00;Commercial;Van;Urban;0; 0 
GDF0000050191;27;F;08/06/00;00/01/00;Private;Sports Car;Urban;0; 0 
SDF0000050192;29;F;27/06/00;22/01/03;Commercial;Pickup;Urban;1; 182.000 
SDF0000050193;28;M;02/08/00;00/01/00;Private;Minivan;Urban;0; 0 
TDF0000050194;59;M;31/10/00;00/01/00;Private;SUV;Rural;0; 0 
SDF0000050195;32;F;16/06/00;00/01/00;Commercial;Van;Urban;4; 621.000 
SDF0000050196;48;M;28/10/00;13/01/02;Private;Minivan;Urban;1; 157.000 
ADF0000050197;59;F;12/02/00;00/01/00;Private;Van;Urban;0; 0 
SDF0000050198;76;F;13/11/00;20/12/03;Commercial;Pickup;Urban;1; 589.000 
GDF0000050199;66;M;24/12/00;20/09/02;Commercial;Pickup;Urban;1; 517.000 
GDF0000050200;51;F;27/06/00;01/04/02;Private;Minivan;Urban;1; 610.000 
TDF0000050201;47;F;13/04/00;00/01/00;Private;Minivan;Urban;0; 0 
GDF0000050202;78;M;05/09/00;21/09/03;Commercial;Pickup;Urban;1; 151.000 
TDF0000050203;63;M;08/11/00;00/01/00;Commercial;Minivan;Urban;0; 0 
GDF0000050204;58;M;15/11/00;00/01/00;Private;Pickup;Urban;0; 0 
SDF0000050205;58;M;22/11/00;00/01/00;Commercial;Sports Car;Urban;0; 0 
ADF0000050206;48;F;03/05/00;23/11/01;Commercial;Truck;Rural;0; 0 
ADF0000050207;61;M;23/05/00;00/01/00;Commercial;Van;Urban;0; 0 
GDF0000050208;55;M;09/03/00;00/01/00;Private;Pickup;Urban;0; 0 
KDF0000050209;70;M;17/01/00;00/01/00;Private;Minivan;Urban;0; 0 
ADF0000050210;76;F;26/11/00;00/01/00;Private;SUV;Rural;0; 0 
KDF0000050211;21;M;02/06/00;00/01/00;Commercial;Van;Urban;0; 0 
ADF0000050212;48;M;07/12/00;00/01/00;Private;Sports Car;Urban;0; 0 
GDF0000050213;40;F;31/08/00;00/01/00;Private;SUV;Rural;0; 0 
TDF0000050214;61;M;25/11/00;04/12/01;Commercial;Pickup;Urban;0; 0 
SDF0000050215;43;F;23/02/00;00/01/00;Commercial;SUV;Rural;0; 0 
GDF0000050216;37;F;15/10/00;30/12/01;Private;Sports Car;Urban;0; 0 
SDF0000050217;51;M;09/05/00;09/02/03;Commercial;Truck;Urban;1; 363.000 
TDF0000050218;75;M;29/01/00;00/01/00;Commercial;Pickup;Rural;0; 0 
SDF0000050219;56;F;31/08/00;02/03/03;Commercial;SUV;Urban;1; 608.000 
ADF0000050220;68;F;29/09/00;11/05/02;Commercial;Truck;Urban;1; 554.000 
GDF0000050221;62;M;29/07/00;00/01/00;Commercial;Sports Car;Rural;0; 0 
KDF0000050222;46;M;19/04/00;31/10/01;Private;Minivan;Urban;0; 0 
GDF0000050223;78;F;20/02/00;24/01/03;Private;SUV;Urban;1; 270.000 
ADF0000050224;71;M;16/04/00;00/01/00;Private;Minivan;Urban;0; 0 
KDF0000050225;67;F;24/02/00;18/11/01;Private;SUV;Rural;1; 171.000 
KDF0000050226;71;F;03/08/00;28/12/01;Private;Minivan;Urban;1; 447.000 
SDF0000050227;55;M;26/02/00;08/06/03;Private;Minivan;Urban;1; 572.000 
ADF0000050228;79;M;20/08/00;29/12/01;Private;SUV;Rural;0; 0 
TDF0000050229;22;M;28/03/00;23/07/02;Private;Pickup;Urban;1; 107.000 
KDF0000050230;41;F;24/07/00;00/01/00;Commercial;Pickup;Urban;0; 0 
KDF0000050231;41;F;18/10/00;00/01/00;Commercial;SUV;Urban;0; 0 
ADF0000050232;48;F;10/12/00;00/01/00;Private;Sports Car;Urban;0; 0 
GDF0000050233;47;M;08/04/00;00/01/00;Private;SUV;Urban;0; 0 
KDF0000050234;70;M;08/03/00;00/01/00;Commercial;Minivan;Urban;0; 0 
SDF0000050235;75;M;10/04/00;00/01/00;Commercial;Van;Urban;0; 0 
KDF0000050236;22;M;24/09/00;00/01/00;Private;Minivan;Urban;0; 0 
SDF0000050237;69;F;24/06/00;00/01/00;Commercial;Pickup;Urban;0; 0 
GDF0000050238;71;F;11/05/00;00/01/00;Commercial;SUV;Urban;0; 0 
KDF0000050239;20;M;27/02/00;13/02/02;Private;Minivan;Urban;1; 580.000 
ADF0000050240;60;M;19/03/00;25/04/03;Commercial;Pickup;Urban;1; 453.000 
KDF0000050241;75;F;27/01/00;00/01/00;Private;SUV;Rural;0; 0 
SDF0000050242;33;F;07/12/00;00/01/00;Commercial;Sports Car;Rural;0; 0 
GDF0000050243;64;F;15/10/00;00/01/00;Commercial;SUV;Rural;0; 0 
ADF0000050244;33;M;06/10/00;00/01/00;Private;Minivan;Urban;0; 0 
GDF0000050245;40;M;25/03/00;00/01/00;Private;Minivan;Rural;0; 0 
KDF0000050246;18;F;17/04/00;21/11/02;Commercial;Van;Urban;1; 555.000 
TDF0000050247;23;M;23/05/00;00/01/00;Commercial;Truck;Rural;0; 0 
GDF0000050248;35;F;21/07/00;00/01/00;Private;Sports Car;Urban;0; 0 
SDF0000050249;68;F;09/06/00;11/05/02;Private;Minivan;Urban;1; 374.000 
TDF0000050250;22;M;08/12/00;06/10/02;Commercial;Minivan;Urban;1; 271.000 
ADF0000050251;64;F;24/11/00;00/01/00;Private;SUV;Urban;0; 0 
SDF0000050252;29;F;31/03/00;00/01/00;Commercial;Pickup;Urban;0; 0 
ADF0000050253;73;F;14/01/00;02/07/03;Private;SUV;Urban;1; 156.000 
TDF0000050254;28;F;03/04/00;00/01/00;Commercial;Truck;Urban;0; 0 
GDF0000050255;40;M;15/01/00;23/07/03;Private;Minivan;Urban;4; 719.000 
TDF0000050256;76;M;30/09/00;00/01/00;Commercial;Truck;Urban;0; 0 
SDF0000050257;27;M;21/12/00;26/08/02;Private;Minivan;Urban;1; 680.000 
KDF0000050258;43;M;28/11/00;00/01/00;Commercial;Truck;Urban;0; 0 
TDF0000050259;41;F;16/11/00;00/01/00;Commercial;SUV;Urban;0; 0 
KDF0000050260;47;F;23/11/00;15/06/02;Commercial;Truck;Urban;1; 697.000 
KDF0000050261;22;F;11/12/00;23/12/01;Private;Minivan;Urban;0; 0 
ADF0000050262;28;M;01/03/00;00/01/00;Private;Pickup;Urban;0; 0 
TDF0000050263;40;M;23/07/00;00/01/00;Commercial;Minivan;Rural;0; 0 
KDF0000050264;27;M;20/06/00;14/03/03;Private;Minivan;Urban;1; 25.000 
ADF0000050265;20;F;26/11/00;14/12/01;Private;Sports Car;Urban;0; 0 
KDF0000050266;40;F;31/01/00;00/01/00;Commercial;Minivan;Urban;0; 0 
SDF0000050267;77;F;24/04/00;00/01/00;Commercial;SUV;Urban;0; 0 
KDF0000050268;77;M;13/01/00;11/03/03;Private;SUV;Urban;1; 247.000 
GDF0000050269;44;F;19/01/00;00/01/00;Private;SUV;Urban;0; 0 
SDF0000050270;18;F;13/03/00;00/01/00;Private;Sports Car;Urban;0; 0 
ADF0000050271;54;F;02/05/00;00/01/00;Private;SUV;Urban;0; 0 
GDF0000050272;35;M;16/09/00;00/01/00;Private;Minivan;Urban;0; 0 
SDF0000050273;54;M;10/08/00;00/01/00;Commercial;Minivan;Urban;0; 0 
TDF0000050274;27;M;16/06/00;00/01/00;Private;Minivan;Urban;0; 0 
KDF0000050275;18;F;30/04/00;00/01/00;Private;Minivan;Rural;0; 0 
SDF0000050276;47;M;28/11/00;20/12/01;Commercial;Pickup;Urban;0; 0 
SDF0000050277;52;M;08/01/00;18/01/03;Commercial;Minivan;Urban;1; 632.000 
KDF0000050278;45;M;10/05/00;00/01/00;Private;SUV;Urban;0; 0 
GDF0000050279;63;F;15/08/00;00/01/00;Private;Pickup;Urban;0; 0 
ADF0000050280;25;F;05/02/00;00/01/00;Private;Sports Car;Rural;0; 0 
GDF0000050281;70;F;11/07/00;02/12/03;Private;Minivan;Urban;1; 623.000 
TDF0000050282;35;M;31/01/00;00/01/00;Commercial;Truck;Urban;0; 0 
SDF0000050283;43;M;03/04/00;10/12/01;Private;Pickup;Urban;1; 719.000 
GDF0000050284;31;F;20/05/00;22/11/01;Private;Minivan;Urban;1; 178.000 
KDF0000050285;20;M;02/05/00;00/01/00;Commercial;Van;Rural;0; 0 
GDF0000050286;28;M;15/05/00;00/01/00;Commercial;Minivan;Rural;0; 0 
ADF0000050287;19;M;07/01/00;30/03/03;Private;SUV;Urban;1; 285.000 
ADF0000050288;65;F;03/06/00;00/01/00;Private;Van;Urban;0; 0 
ADF0000050289;23;M;01/09/00;00/01/00;Commercial;Sports Car;Rural;0; 0 
GDF0000050290;59;M;12/09/00;00/01/00;Private;Sports Car;Urban;0; 0 
SDF0000050291;31;M;20/09/00;00/01/00;Private;Minivan;Urban;0; 0 
GDF0000050292;48;F;14/01/00;00/01/00;Commercial;Minivan;Rural;0; 0 
GDF0000050293;28;M;25/09/00;00/01/00;Commercial;Pickup;Urban;0; 0 
SDF0000050294;67;F;13/04/00;00/01/00;Private;SUV;Urban;0; 0 
SDF0000050295;59;F;16/04/00;00/01/00;Commercial;Minivan;Urban;0; 0 
GDF0000050296;24;M;01/03/00;09/07/02;Private;SUV;Urban;1; 340.000 
SDF0000050297;70;F;12/02/00;00/01/00;Private;Sports Car;Urban;0; 0 
SDF0000050298;55;F;14/07/00;11/02/02;Private;SUV;Urban;1; 232.000 
KDF0000050299;48;F;31/01/00;00/01/00;Private;SUV;Rural;0; 0 
KDF0000050300;51;F;12/12/00;00/01/00;Private;SUV;Urban;0; 0 
SDF0000050301;73;M;22/05/00;11/03/02;Private;Sports Car;Urban;1; 531.000 
TDF0000050302;29;F;04/04/00;00/01/00;Private;SUV;Urban;0; 0 
KDF0000050303;32;F;31/07/00;00/01/00;Private;Minivan;Urban;0; 0 
ADF0000050304;58;M;05/02/00;11/03/02;Commercial;Pickup;Urban;1; 339.000 
SDF0000050305;24;M;11/12/00;00/01/00;Commercial;Sports Car;Rural;0; 0 
GDF0000050306;63;F;15/04/00;00/01/00;Private;SUV;Urban;0; 0 
KDF0000050307;31;M;28/02/00;12/02/02;Commercial;Pickup;Urban;1; 183.000 
KDF0000050308;27;M;17/06/00;23/05/02;Private;Pickup;Urban;1; 176.000 
ADF0000050309;41;M;28/11/00;00/01/00;Private;Sports Car;Urban;0; 0 
KDF0000050310;25;M;01/02/00;00/01/00;Private;Minivan;Urban;0; 0 
KDF0000050311;42;M;25/06/00;00/01/00;Private;Minivan;Urban;0; 0 
GDF0000050312;36;M;30/07/00;00/01/00;Commercial;Pickup;Urban;0; 0 
ADF0000050313;57;M;16/09/00;13/07/02;Commercial;SUV;Urban;1; 696.000 
ADF0000050314;35;M;07/02/00;00/01/00;Commercial;Pickup;Rural;0; 0 
GDF0000050315;73;M;18/01/00;00/01/00;Private;SUV;Urban;0; 0 
GDF0000050316;30;F;11/08/00;00/01/00;Private;Minivan;Urban;0; 0 
SDF0000050317;51;M;18/02/00;15/07/03;Private;SUV;Urban;1; 5.000 
ADF0000050318;18;F;26/03/00;00/01/00;Private;SUV;Rural;0; 0 
ADF0000050319;24;F;23/04/00;00/01/00;Private;SUV;Rural;0; 0 
KDF0000050320;54;F;13/07/00;00/01/00;Private;SUV;Rural;0; 0 
TDF0000050321;77;F;03/02/00;00/01/00;Private;SUV;Rural;0; 0 
ADF0000050322;37;F;28/10/00;00/01/00;Private;Sports Car;Urban;0; 0 
KDF0000050323;24;F;10/03/00;00/01/00;Private;SUV;Urban;0; 0 
TDF0000050324;80;M;07/05/00;00/01/00;Commercial;SUV;Rural;0; 0 
TDF0000050325;50;M;16/08/00;00/01/00;Private;SUV;Urban;0; 0 
TDF0000050326;39;M;14/12/00;00/01/00;Private;Sports Car;Urban;0; 0 
ADF0000050327;20;M;06/03/00;29/10/01;Private;SUV;Urban;1; 158.000 
KDF0000050328;66;M;24/05/00;00/01/00;Private;SUV;Urban;0; 0 
GDF0000050329;34;F;09/08/00;00/01/00;Commercial;Minivan;Urban;0; 0 
SDF0000050330;51;M;23/07/00;00/01/00;Private;SUV;Urban;0; 0 
ADF0000050331;22;F;24/10/00;00/01/00;Commercial;Minivan;Rural;0; 0 
ADF0000050332;47;F;11/05/00;00/01/00;Private;SUV;Urban;0; 0 
TDF0000050333;66;F;05/07/00;00/01/00;Private;SUV;Urban;0; 0 
ADF0000050334;59;M;20/10/00;19/11/01;Private;Minivan;Urban;0; 0 
SDF0000050335;59;M;11/06/00;13/03/02;Private;SUV;Urban;1; 167.000 
KDF0000050336;59;F;03/09/00;00/01/00;Private;Pickup;Urban;0; 0 
GDF0000050337;67;F;17/12/00;22/10/02;Private;Minivan;Urban;1; 575.000 
ADF0000050338;63;M;17/07/00;27/12/03;Commercial;Pickup;Urban;1; 505.000 
KDF0000050339;48;M;22/01/00;00/01/00;Private;SUV;Rural;0; 0 
KDF0000050340;48;M;16/03/00;00/01/00;Private;Sports Car;Rural;0; 0 
KDF0000050341;65;F;08/09/00;00/01/00;Private;SUV;Urban;0; 0 
SDF0000050342;43;M;21/04/00;00/01/00;Commercial;Pickup;Rural;0; 0 
GDF0000050343;29;M;26/06/00;00/01/00;Private;SUV;Urban;0; 0 
KDF0000050344;22;M;02/09/00;29/12/01;Private;Minivan;Rural;0; 0 
TDF0000050345;74;F;20/01/00;00/01/00;Private;SUV;Urban;0; 0 
ADF0000050346;23;F;15/02/00;00/01/00;Private;Minivan;Urban;0; 0 
TDF0000050347;71;M;05/01/00;00/01/00;Commercial;SUV;Rural;0; 0 
ADF0000050348;31;F;27/07/00;00/01/00;Private;Van;Urban;0; 0 
KDF0000050349;74;M;28/11/00;00/01/00;Commercial;Truck;Urban;0; 0 
KDF0000050350;24;M;22/01/00;00/01/00;Commercial;Van;Urban;0; 0 
KDF0000050351;74;M;14/01/00;00/01/00;Private;Minivan;Urban;0; 0 
TDF0000050352;29;M;11/05/00;00/01/00;Commercial;Pickup;Rural;0; 0 
TDF0000050353;53;F;03/04/00;30/10/01;Commercial;Minivan;Urban;1; 283.000 
SDF0000050354;62;F;20/05/00;00/01/00;Private;Pickup;Urban;0; 0 
SDF0000050355;38;F;19/06/00;00/01/00;Commercial;Truck;Urban;0; 0 
GDF0000050356;25;M;04/11/00;04/03/02;Private;Van;Urban;1; 459.000 
ADF0000050357;23;F;08/02/00;00/01/00;Private;SUV;Urban;0; 0 
TDF0000050358;61;F;27/02/00;00/01/00;Private;Minivan;Urban;0; 0 
SDF0000050359;46;M;16/04/00;00/01/00;Private;SUV;Urban;0; 0 
KDF0000050360;35;M;12/04/00;00/01/00;Private;Minivan;Urban;0; 0 
TDF0000050361;42;F;16/01/00;00/01/00;Private;SUV;Urban;0; 0 
KDF0000050362;41;F;11/02/00;00/01/00;Private;Minivan;Urban;0; 0 
TDF0000050363;74;F;10/08/00;00/01/00;Commercial;SUV;Urban;4; 639.000 
GDF0000050364;56;M;20/09/00;00/01/00;Commercial;Minivan;Urban;0; 0 
GDF0000050365;23;M;13/06/00;00/01/00;Commercial;SUV;Urban;0; 0 
TDF0000050366;77;M;12/09/00;00/01/00;Private;SUV;Urban;0; 0 
ADF0000050367;40;F;02/11/00;16/10/01;Commercial;Pickup;Urban;0; 0 
GDF0000050368;39;M;21/05/00;19/12/01;Private;Minivan;Urban;1; 683.000 
GDF0000050369;35;F;30/10/00;00/01/00;Private;Minivan;Urban;0; 0 
ADF0000050370;47;F;24/01/00;22/11/02;Private;Minivan;Urban;1; 640.000 
KDF0000050371;65;F;16/01/00;12/05/03;Private;SUV;Urban;1; 508.000 
KDF0000050372;78;M;15/03/00;01/09/03;Private;Sports Car;Urban;1; 307.000 
TDF0000050373;58;F;05/06/00;00/01/00;Private;SUV;Rural;0; 0 
GDF0000050374;24;F;18/05/00;00/01/00;Commercial;Pickup;Urban;0; 0 
KDF0000050375;20;M;02/01/00;07/06/02;Commercial;Van;Urban;1; 18.000 
SDF0000050376;29;F;05/09/00;24/12/01;Private;Minivan;Urban;0; 0 
KDF0000050377;20;F;01/02/00;00/01/00;Private;SUV;Urban;0; 0 
SDF0000050378;69;F;24/01/00;16/05/03;Commercial;Pickup;Urban;1; 12.000 
GDF0000050379;34;F;29/06/00;00/01/00;Private;Sports Car;Urban;0; 0 
GDF0000050380;29;F;04/10/00;00/01/00;Private;Minivan;Rural;0; 0 
TDF0000050381;66;M;19/01/00;18/12/02;Commercial;Van;Urban;1; 214.000 
ADF0000050382;29;F;21/01/00;11/11/01;Private;SUV;Rural;0; 0 
KDF0000050383;53;F;06/01/00;00/01/00;Private;Minivan;Urban;0; 0 
ADF0000050384;26;F;28/08/00;00/01/00;Private;Minivan;Urban;0; 0 
TDF0000050385;78;F;11/08/00;00/01/00;Private;Minivan;Urban;0; 0 
KDF0000050386;28;M;25/01/00;18/02/03;Private;SUV;Urban;1; 297.000 
ADF0000050387;68;F;05/05/00;00/01/00;Commercial;Pickup;Urban;0; 0 
TDF0000050388;75;M;02/12/00;10/03/03;Private;Sports Car;Urban;1; 533.000 
ADF0000050389;50;F;06/05/00;00/01/00;Private;Minivan;Rural;0; 0 
ADF0000050390;72;M;22/02/00;30/10/03;Commercial;Truck;Urban;1; 556.000 
KDF0000050391;21;F;12/03/00;30/10/01;Commercial;Pickup;Rural;0; 0 
KDF0000050392;40;M;21/01/00;00/01/00;Private;Van;Urban;0; 0 
KDF0000050393;45;M;10/07/00;15/07/02;Private;SUV;Urban;1; 634.000 
ADF0000050394;42;M;13/10/00;00/01/00;Private;SUV;Urban;0; 0 
ADF0000050395;29;M;22/04/00;00/01/00;Commercial;SUV;Urban;0; 0 
KDF0000050396;70;F;11/01/00;00/01/00;Commercial;Van;Rural;0; 0 
KDF0000050397;25;F;18/09/00;00/01/00;Commercial;Pickup;Urban;0; 0 
SDF0000050398;76;M;27/05/00;00/01/00;Commercial;Pickup;Urban;0; 0 
GDF0000050399;58;F;19/04/00;00/01/00;Private;Pickup;Urban;0; 0 
TDF0000050400;72;M;24/05/00;00/01/00;Private;Van;Rural;0; 0 
TDF0000050401;57;F;29/10/00;23/10/01;Commercial;SUV;Rural;0; 0 
KDF0000050402;35;M;08/06/00;01/11/01;Private;Minivan;Urban;0; 0 
ADF0000050403;70;M;29/07/00;00/01/00;Private;Minivan;Urban;0; 0 
KDF0000050404;69;M;01/08/00;21/05/02;Commercial;Pickup;Urban;1; 647.000 
SDF0000050405;42;F;22/04/00;10/04/03;Private;Minivan;Urban;1; 434.000 
TDF0000050406;55;F;17/08/00;00/01/00;Private;SUV;Rural;0; 0 
KDF0000050407;76;F;11/04/00;00/01/00;Private;Sports Car;Urban;0; 0 
KDF0000050408;43;M;04/04/00;00/01/00;Private;SUV;Rural;0; 0 
GDF0000050409;35;F;26/07/00;00/01/00;Private;Van;Urban;0; 0 
ADF0000050410;24;F;09/10/00;00/01/00;Private;Minivan;Urban;0; 0 
SDF0000050411;19;M;31/12/00;00/01/00;Private;Minivan;Urban;0; 0 
ADF0000050412;20;F;27/05/00;00/01/00;Private;Pickup;Urban;0; 0 
GDF0000050413;55;M;15/06/00;00/01/00;Private;Minivan;Urban;0; 0 
ADF0000050414;78;F;02/11/00;30/12/02;Private;Minivan;Urban;1; 341.000 
GDF0000050415;43;M;16/03/00;00/01/00;Private;Minivan;Urban;0; 0 
GDF0000050416;47;F;19/10/00;00/01/00;Private;Sports Car;Urban;0; 0 
KDF0000050417;40;F;09/11/00;00/01/00;Private;Sports Car;Rural;0; 0 
